0;0
1;1
2;1
3;1
4;2
5;2
6;2
7;2
8;3
9;3
10;4
11;4
12;13
13;14
14;25
15;32
16;32
17;36
18;36
19;41
20;42
21;42
22;43
23;44
24;45
25;49
26;54
27;69
28;70
29;70
30;71
31;71
32;71
33;77
34;78
35;82
36;85
37;85
38;86
39;89
40;94
41;101
42;102
43;123
44;136
45;138
46;144
47;146
48;151
49;162
50;183
51;251
52;262
53;321
54;325
55;334
56;354
57;363
58;381
59;411
60;412
61;439
62;457
63;457
64;547
65;555
66;701
67;703
68;711
69;713
70;778
71;836
72;846
73;851
74;852
75;862
76;884
77;899
78;934
